# Atomic number Z= 29  Date:21-11-2022

# Register Shelli	2Ji		Eigi	 ---> 	 Shellf		2Jf		Eigf	Energy(eV)			Rate(s-1)		Width(eV)
	15878	 M2M4	    1	     4		 ---> 	 M3M5	    5	     5		7.64127100847E+00 	2.19235E-01    	9.0668310733256e-16
	15879	 M2M4	    1	     4		 ---> 	 M3M5	    7	     3		8.20867259791E+00 	8.56450E-11    	3.5419925982391997e-25
	15880	 M2M4	    1	     4		 ---> 	 M3M4	    3	     4		8.25445689555E+00 	2.15620E+01    	8.9173266861152e-14
	15881	 M2M4	    1	     4		 ---> 	 M3M4	    1	     2		8.61072224719E+00 	9.44601E+00    	3.9065558413092954e-14
	15882	 M2M4	    1	     4		 ---> 	 M3M4	    5	     4		8.83163441575E+00 	1.54613E+00    	6.39427989481648e-15
	15883	 M2M4	    1	     4		 ---> 	 M3M4	    3	     3		9.24019734812E+00 	4.98023E+01    	2.059657632965008e-13
	15884	 M2M4	    1	     4		 ---> 	 M3M4	    1	     1		9.36020285650E+00 	1.20162E+02    	4.96950101686752e-13
	15885	 M2M4	    1	     4		 ---> 	 M2M4	    5	     3		1.18970766945E+01 	3.65506E+01    	1.511611356894176e-13
	15886	 M2M4	    1	     4		 ---> 	 M2M4	    3	     2		1.21960624616E+01 	8.13127E+01    	3.362823066645392e-13
	15887	 M2M4	    1	     4		 ---> 	 M3M4	    5	     2		1.35096663094E+01 	3.65249E+01    	1.510548490296304e-13
	15888	 M2M4	    1	     4		 ---> 	 M3M4	    7	     2		1.36854069918E+01 	2.74180E-10    	1.1339173688892799e-24
	15889	 M2M4	    1	     4		 ---> 	 M3M5	    3	     1		1.39290140026E+01 	1.74887E+02    	7.23274516350352e-13
	15890	 M2M4	    1	     4		 ---> 	 M3M4	    5	     1		1.39692851964E+01 	8.89294E+01    	3.6778244680466236e-13
	15891	 M2M4	    1	     4		 ---> 	 M3M5	    7	     1		1.46835986814E+01 	1.14350E-08    	4.729136010375999e-23
	15892	 M2M4	    1	     4		 ---> 	 M3M5	    9	     1		1.51577820211E+01 	5.35654E-15    	2.2152869440331838e-29
	15893	 M2M4	    1	     4		 ---> 	 M2N1	    1	     1		1.52749257559E+01 	2.01934E-05    	8.351319205240639e-20
	15894	 M2M4	    1	     4		 ---> 	 M3N1	    3	     1		1.77883164496E+01 	1.13394E+03    	4.68959902720224e-12
	15895	 M2M4	    1	     4		 ---> 	 M5M5	    1	     3		7.86205912036E+01 	7.49209E+10    	0.00030984794588524635
	15896	 M2M4	    1	     4		 ---> 	 M4M5	    7	     3		8.38455856782E+01 	8.15515E+01    	3.37269904110344e-13
	15897	 M2M4	    1	     4		 ---> 	 M4M5	    9	     2		8.38494014685E+01 	3.70413E-11    	1.531905078278448e-25
	15898	 M2M4	    1	     4		 ---> 	 M4M5	    1	     2		8.40407280043E+01 	4.33012E+08    	1.790793740380352e-06
	15899	 M2M4	    1	     4		 ---> 	 M4M5	    3	     4		8.41313244602E+01 	5.98712E+09    	2.476073877607552e-05
	15900	 M2M4	    1	     4		 ---> 	 M4M4	    1	     1		8.48338483118E+01 	7.68841E+08    	3.1796708870603356e-06
	15901	 M2M4	    1	     4		 ---> 	 M4M5	    3	     3		8.48648929599E+01 	1.31094E+10    	5.4216122093942396e-05
	15902	 M2M4	    1	     4		 ---> 	 M4M5	    5	     4		8.48752322062E+01 	5.65998E+01    	2.340779644600608e-13
	15903	 M2M4	    1	     4		 ---> 	 M5M5	    3	     2		8.51455871789E+01 	1.50224E+11    	0.0006212765439639039
	15904	 M2M4	    1	     4		 ---> 	 M5M5	    5	     3		8.52127376316E+01 	2.11395E+02    	8.7425947259592e-13
	15905	 M2M4	    1	     4		 ---> 	 M4M5	    5	     2		8.67335987928E+01 	1.25170E+00    	5.1766152550832e-15
	15906	 M2M4	    1	     4		 ---> 	 M5M5	    7	     2		8.69709882268E+01 	1.59755E-02    	6.606935927744799e-17
	15907	 M2M4	    1	     4		 ---> 	 M4M4	    3	     1		8.74666339264E+01 	2.97700E+09    	1.2311882730991999e-05
	15908	 M2M4	    1	     4		 ---> 	 M4M5	    5	     1		8.75565005138E+01 	1.02378E+01    	4.2340138738108794e-14
	15909	 M2M4	    1	     4		 ---> 	 M4M5	    7	     1		8.76852212688E+01 	4.95966E-01    	2.051150564514336e-15
	15910	 M2M4	    1	     4		 ---> 	 M5M5	    9	     1		8.78400989760E+01 	3.73375E-08    	1.5441549259939997e-22
	15911	 M2M4	    1	     4		 ---> 	 M4N1	    3	     1		9.33596577112E+01 	1.02387E+10    	4.23438608390352e-05
	15912	 M2M4	    1	     4		 ---> 	 M5N1	    5	     1		9.36082720692E+01 	3.92680E+01    	1.6239939908652798e-13
	15913	 M2M5	    3	     6		 ---> 	 M2M5	    5	     6		4.47979296401E-01 	4.35912E-02    	1.8027871766987516e-16
	15914	 M2M5	    3	     6		 ---> 	 M2M4	    3	     5		8.09917974691E-01 	7.84924E-01    	3.2461848306151034e-15
	15915	 M2M5	    3	     6		 ---> 	 M2M4	    1	     3		9.57007669145E-01 	1.43492E+00    	5.934352290344319e-15
	15916	 M2M5	    3	     6		 ---> 	 M3M5	    5	     5		1.40866298067E+00 	1.76547E+01    	7.301397247257119e-14
	15917	 M2M5	    3	     6		 ---> 	 M3M5	    7	     3		1.97606457011E+00 	1.72300E-04    	7.125755440207999e-19
	15918	 M2M5	    3	     6		 ---> 	 M3M4	    3	     4		2.02184886775E+00 	1.47189E+01    	6.087247925065439e-14
	15919	 M2M5	    3	     6		 ---> 	 M3M4	    1	     2		2.37811421939E+00 	7.32666E+00    	3.0300631081575356e-14
	15920	 M2M5	    3	     6		 ---> 	 M3M4	    5	     4		2.59902638795E+00 	9.18566E-02    	3.7988837328439353e-16
	15921	 M2M5	    3	     6		 ---> 	 M3M4	    3	     3		3.00758932032E+00 	4.17399E-02    	1.726223560642704e-16
	15922	 M2M5	    3	     6		 ---> 	 M3M4	    1	     1		3.12759482869E+00 	1.72840E-01    	7.148088045766399e-16
	15923	 M2M5	    3	     6		 ---> 	 M2M4	    5	     3		5.66446866674E+00 	2.21811E+00    	9.173365873174558e-15
	15924	 M2M5	    3	     6		 ---> 	 M2M4	    3	     2		5.96345443377E+00 	4.83098E+00    	1.997932792602208e-14
	15925	 M2M5	    3	     6		 ---> 	 M3M4	    5	     2		7.27705828157E+00 	2.16378E+01    	8.948675047250878e-14
	15926	 M2M5	    3	     6		 ---> 	 M3M4	    7	     2		7.45279896396E+00 	2.25882E+00    	9.341728905078719e-15
	15927	 M2M5	    3	     6		 ---> 	 M3M5	    3	     1		7.69640597477E+00 	5.47739E+01    	2.2652664881393436e-13
	15928	 M2M5	    3	     6		 ---> 	 M3M4	    5	     1		7.73667716861E+00 	1.52045E+01    	6.288075948383198e-14
	15929	 M2M5	    3	     6		 ---> 	 M3M5	    7	     1		8.45099065364E+00 	5.57019E+00    	2.303645484358224e-14
	15930	 M2M5	    3	     6		 ---> 	 M3M5	    9	     1		8.92517399326E+00 	9.88576E-11    	4.0884218282408956e-25
	15931	 M2M5	    3	     6		 ---> 	 M2N1	    1	     1		9.04231772813E+00 	1.30278E+02    	5.387865160994879e-13
	15932	 M2M5	    3	     6		 ---> 	 M3N1	    3	     1		1.15557084218E+01 	3.18775E+01    	1.3183474697924e-13
	15933	 M2M5	    3	     6		 ---> 	 M5M5	    1	     3		7.23879831758E+01 	3.71931E+08    	1.538183021840976e-06
	15934	 M2M5	    3	     6		 ---> 	 M4M5	    7	     3		7.76129776504E+01 	4.74947E+00    	1.9642229652121117e-14
	15935	 M2M5	    3	     6		 ---> 	 M4M5	    9	     2		7.76167934407E+01 	2.40684E-01    	9.95389043744064e-16
	15936	 M2M5	    3	     6		 ---> 	 M4M5	    1	     2		7.78081199765E+01 	4.95873E+10    	0.00020507659474186077
	15937	 M2M5	    3	     6		 ---> 	 M4M5	    3	     4		7.78987164324E+01 	2.03489E+10    	8.415628837913439e-05
	15938	 M2M5	    3	     6		 ---> 	 M4M4	    1	     1		7.86012402840E+01 	2.64624E+09    	1.0943969283863039e-05
	15939	 M2M5	    3	     6		 ---> 	 M4M5	    3	     3		7.86322849321E+01 	7.99097E+07    	3.304799648870512e-07
	15940	 M2M5	    3	     6		 ---> 	 M4M5	    5	     4		7.86426241784E+01 	5.99214E+08    	2.4781499827909436e-06
	15941	 M2M5	    3	     6		 ---> 	 M5M5	    3	     2		7.89129791511E+01 	1.89875E+07    	7.852599037779999e-08
	15942	 M2M5	    3	     6		 ---> 	 M5M5	    5	     3		7.89801296038E+01 	1.24253E+07    	5.1386911823108796e-08
	15943	 M2M5	    3	     6		 ---> 	 M4M5	    5	     2		8.05009907650E+01 	1.42528E+11    	0.0005894484453754879
	15944	 M2M5	    3	     6		 ---> 	 M5M5	    7	     2		8.07383801990E+01 	1.44167E+02    	5.962268047292319e-13
	15945	 M2M5	    3	     6		 ---> 	 M4M4	    3	     1		8.12340258986E+01 	3.37143E+09    	1.3943114140325279e-05
	15946	 M2M5	    3	     6		 ---> 	 M4M5	    5	     1		8.13238924860E+01 	1.24664E+10    	5.1556887765414396e-05
	15947	 M2M5	    3	     6		 ---> 	 M4M5	    7	     1		8.14526132410E+01 	6.38783E+00    	2.6417942178539677e-14
	15948	 M2M5	    3	     6		 ---> 	 M5M5	    9	     1		8.16074909482E+01 	4.82140E-01    	1.99397082294944e-15
	15949	 M2M5	    3	     6		 ---> 	 M4N1	    3	     1		8.71270496834E+01 	5.43546E+09    	2.2479256334900157e-05
	15950	 M2M5	    3	     6		 ---> 	 M5N1	    5	     1		8.73756640414E+01 	1.24007E+10    	5.1285174397787194e-05
	15951	 M2M5	    5	     6		 ---> 	 M2M4	    3	     5		3.61938678290E-01 	4.57219E-01    	1.8909058482974237e-15
	15952	 M2M5	    5	     6		 ---> 	 M2M4	    1	     3		5.09028372745E-01 	5.31437E-07    	2.1978468333591516e-21
	15953	 M2M5	    5	     6		 ---> 	 M3M5	    5	     5		9.60683684267E-01 	8.03151E-01    	3.3215656457100956e-15
	15954	 M2M5	    5	     6		 ---> 	 M3M5	    7	     3		1.52808527371E+00 	1.85587E+01    	7.675261606975519e-14
	15955	 M2M5	    5	     6		 ---> 	 M3M4	    3	     4		1.57386957135E+00 	1.17820E+00    	4.872643679427199e-15
	15956	 M2M5	    5	     6		 ---> 	 M3M4	    1	     2		1.93013492299E+00 	6.94530E-04    	2.8723452849028796e-18
	15957	 M2M5	    5	     6		 ---> 	 M3M4	    5	     4		2.15104709155E+00 	1.22581E+01    	5.06954281843376e-14
	15958	 M2M5	    5	     6		 ---> 	 M3M4	    3	     3		2.55961002391E+00 	3.01538E+00    	1.2470609657164479e-14
	15959	 M2M5	    5	     6		 ---> 	 M3M4	    1	     1		2.67961553229E+00 	2.05333E-03    	8.49189055022768e-18
	15960	 M2M5	    5	     6		 ---> 	 M2M4	    5	     3		5.21648937034E+00 	1.35491E-01    	5.60345751798736e-16
	15961	 M2M5	    5	     6		 ---> 	 M2M4	    3	     2		5.51547513737E+00 	1.80266E-01    	7.455202728871359e-16
	15962	 M2M5	    5	     6		 ---> 	 M3M4	    5	     2		6.82907898517E+00 	6.00632E+01    	2.4840143595838717e-13
	15963	 M2M5	    5	     6		 ---> 	 M3M4	    7	     2		7.00481966755E+00 	2.64379E-01    	1.0933836898007838e-15
	15964	 M2M5	    5	     6		 ---> 	 M3M5	    3	     1		7.24842667836E+00 	4.15247E+00    	1.717323603760912e-14
	15965	 M2M5	    5	     6		 ---> 	 M3M4	    5	     1		7.28869787221E+00 	3.68539E+01    	1.5241548370161439e-13
	15966	 M2M5	    5	     6		 ---> 	 M3M5	    7	     1		8.00301135724E+00 	8.42567E+00    	3.484577123615632e-14
	15967	 M2M5	    5	     6		 ---> 	 M3M5	    9	     1		8.47719469686E+00 	7.14243E+00    	2.953871702194128e-14
	15968	 M2M5	    5	     6		 ---> 	 M2N1	    1	     1		8.59433843173E+00 	1.26329E+01    	5.224547643679839e-14
	15969	 M2M5	    5	     6		 ---> 	 M3N1	    3	     1		1.11077291254E+01 	1.02774E+02    	4.2503911178870396e-13
	15970	 M2M5	    5	     6		 ---> 	 M5M5	    1	     3		7.19400038794E+01 	1.55656E+01    	6.43741490888576e-14
	15971	 M2M5	    5	     6		 ---> 	 M4M5	    7	     3		7.71649983540E+01 	1.55715E+08    	6.4398549528264e-07
	15972	 M2M5	    5	     6		 ---> 	 M4M5	    9	     2		7.71688141443E+01 	7.26636E+00    	3.0051250319506556e-14
	15973	 M2M5	    5	     6		 ---> 	 M4M5	    1	     2		7.73601406801E+01 	1.33509E+01    	5.521488584252639e-14
	15974	 M2M5	    5	     6		 ---> 	 M4M5	    3	     4		7.74507371360E+01 	1.53265E+10    	6.3385310942744e-05
	15975	 M2M5	    5	     6		 ---> 	 M4M4	    1	     1		7.81532609876E+01 	5.01665E+00    	2.07471973471384e-14
	15976	 M2M5	    5	     6		 ---> 	 M4M5	    3	     3		7.81843056357E+01 	3.72397E+10    	0.00015401102429873117
	15977	 M2M5	    5	     6		 ---> 	 M4M5	    5	     4		7.81946448820E+01 	1.04770E+10    	4.3329390450992e-05
	15978	 M2M5	    5	     6		 ---> 	 M5M5	    3	     2		7.84649998547E+01 	5.81871E+08    	2.406425097939216e-06
	15979	 M2M5	    5	     6		 ---> 	 M5M5	    5	     3		7.85321503074E+01 	2.64757E+09    	1.094946972189872e-05
	15980	 M2M5	    5	     6		 ---> 	 M4M5	    5	     2		8.00530114686E+01 	9.87743E+09    	4.084976817050128e-05
	15981	 M2M5	    5	     6		 ---> 	 M5M5	    7	     2		8.02904009026E+01 	1.07585E+11    	0.00044493580907415997
	15982	 M2M5	    5	     6		 ---> 	 M4M4	    3	     1		8.07860466022E+01 	9.10282E+08    	3.7646238616502714e-06
	15983	 M2M5	    5	     6		 ---> 	 M4M5	    5	     1		8.08759131896E+01 	1.28542E+10    	5.3160699697923196e-05
	15984	 M2M5	    5	     6		 ---> 	 M4M5	    7	     1		8.10046339446E+01 	4.19567E+10    	0.00017351896882076317
	15985	 M2M5	    5	     6		 ---> 	 M5M5	    9	     1		8.11595116518E+01 	1.38342E+02    	5.72136540400032e-13
	15986	 M2M5	    5	     6		 ---> 	 M4N1	    3	     1		8.66790703870E+01 	1.68828E+08    	6.982165057802879e-07
	15987	 M2M5	    5	     6		 ---> 	 M5N1	    5	     1		8.69276847450E+01 	9.46403E+09    	3.9140083144974874e-05
	15988	 M2M4	    3	     5		 ---> 	 M2M4	    1	     3		1.47089694454E-01 	4.36204E-02    	1.8039947916659836e-16
	15989	 M2M4	    3	     5		 ---> 	 M3M5	    5	     5		5.98745005977E-01 	7.83671E-01    	3.2410028389920155e-15
	15990	 M2M4	    3	     5		 ---> 	 M3M5	    7	     3		1.16614659542E+00 	1.28534E-04    	5.315739116376639e-19
	15991	 M2M4	    3	     5		 ---> 	 M3M4	    3	     4		1.21193089306E+00 	4.65885E-02    	1.9267455445509598e-16
	15992	 M2M4	    3	     5		 ---> 	 M3M4	    1	     2		1.56819624470E+00 	2.34710E+00    	9.7068256492816e-15
	15993	 M2M4	    3	     5		 ---> 	 M3M4	    5	     4		1.78910841326E+00 	1.41843E+01    	5.866155130037279e-14
	15994	 M2M4	    3	     5		 ---> 	 M3M4	    3	     3		2.19767134562E+00 	1.67608E+01    	6.93170991191168e-14
	15995	 M2M4	    3	     5		 ---> 	 M3M4	    1	     1		2.31767685400E+00 	3.22177E+00    	1.3324170112941918e-14
	15996	 M2M4	    3	     5		 ---> 	 M2M4	    5	     3		4.85455069205E+00 	1.36909E+01    	5.662101285916639e-14
	15997	 M2M4	    3	     5		 ---> 	 M2M4	    3	     2		5.15353645908E+00 	1.72378E+00    	7.12898126101088e-15
	15998	 M2M4	    3	     5		 ---> 	 M3M4	    5	     2		6.46714030688E+00 	2.77918E+00    	1.1493764947369279e-14
	15999	 M2M4	    3	     5		 ---> 	 M3M4	    7	     2		6.64288098926E+00 	1.63279E-02    	6.752676857351839e-17
	16000	 M2M4	    3	     5		 ---> 	 M3M5	    3	     1		6.88648800007E+00 	4.22180E+01    	1.7459961878972798e-13
	16001	 M2M4	    3	     5		 ---> 	 M3M4	    5	     1		6.92675919392E+00 	2.14999E+01    	8.891644189723039e-14
	16002	 M2M4	    3	     5		 ---> 	 M3M5	    7	     1		7.64107267894E+00 	3.09198E+00    	1.2787401802678078e-14
	16003	 M2M4	    3	     5		 ---> 	 M3M5	    9	     1		8.11525601857E+00 	3.08527E-11    	1.275965147243792e-25
	16004	 M2M4	    3	     5		 ---> 	 M2N1	    1	     1		8.23239975344E+00 	5.18642E-02    	2.1449309651888319e-16
	16005	 M2M4	    3	     5		 ---> 	 M3N1	    3	     1		1.07457904471E+01 	9.79215E+01    	4.0497078429386394e-13
	16006	 M2M4	    3	     5		 ---> 	 M5M5	    1	     3		7.15780652011E+01 	1.06550E+09    	4.406553930088e-06
	16007	 M2M4	    3	     5		 ---> 	 M4M5	    7	     3		7.68030596757E+01 	1.73275E+00    	7.166078200244e-15
	16008	 M2M4	    3	     5		 ---> 	 M4M5	    9	     2		7.68068754660E+01 	1.20743E+00    	4.99352924618128e-15
	16009	 M2M4	    3	     5		 ---> 	 M4M5	    1	     2		7.69982020018E+01 	7.00342E+08    	2.8963817855520315e-06
	16010	 M2M4	    3	     5		 ---> 	 M4M5	    3	     4		7.70887984577E+01 	1.94545E+10    	8.045734719183198e-05
	16011	 M2M4	    3	     5		 ---> 	 M4M4	    1	     1		7.77913223093E+01 	3.27155E+10    	0.00013530043650848797
	16012	 M2M4	    3	     5		 ---> 	 M4M5	    3	     3		7.78223669574E+01 	1.95405E+09    	8.081301461368798e-06
	16013	 M2M4	    3	     5		 ---> 	 M4M5	    5	     4		7.78327062037E+01 	1.37388E+09    	5.6819111341804796e-06
	16014	 M2M4	    3	     5		 ---> 	 M5M5	    3	     2		7.81030611764E+01 	4.35006E+08    	1.799040261766176e-06
	16015	 M2M4	    3	     5		 ---> 	 M5M5	    5	     3		7.81702116291E+01 	2.20251E+09    	9.108849457116958e-06
	16016	 M2M4	    3	     5		 ---> 	 M4M5	    5	     2		7.96910727903E+01 	5.04499E+10    	0.00020864402169643037
	16017	 M2M4	    3	     5		 ---> 	 M5M5	    7	     2		7.99284622243E+01 	9.17158E+01    	3.7930607127279674e-13
	16018	 M2M4	    3	     5		 ---> 	 M4M4	    3	     1		8.04241079239E+01 	3.04607E+10    	0.0001259753329875472
	16019	 M2M4	    3	     5		 ---> 	 M4M5	    5	     1		8.05139745114E+01 	1.00763E+11    	0.00041672228405204795
	16020	 M2M4	    3	     5		 ---> 	 M4M5	    7	     1		8.06426952663E+01 	1.96505E+02    	8.126793806024799e-13
	16021	 M2M4	    3	     5		 ---> 	 M5M5	    9	     1		8.07975729735E+01 	6.91844E+00    	2.861236881471424e-14
	16022	 M2M4	    3	     5		 ---> 	 M4N1	    3	     1		8.63171317087E+01 	4.54918E+09    	1.8813896769289277e-05
	16023	 M2M4	    3	     5		 ---> 	 M5N1	    5	     1		8.65657460667E+01 	1.25555E+07    	5.1925375757128e-08
	16024	 M2M4	    1	     3		 ---> 	 M3M5	    5	     5		4.51655311523E-01 	5.29669E-07    	2.1905349728726236e-21
	16025	 M2M4	    1	     3		 ---> 	 M3M5	    7	     3		1.01905690096E+00 	2.59203E-17    	1.0719774738062878e-31
	16026	 M2M4	    1	     3		 ---> 	 M3M4	    3	     4		1.06484119860E+00 	4.19147E+00    	1.733452707775312e-14
	16027	 M2M4	    1	     3		 ---> 	 M3M4	    1	     2		1.42110655025E+00 	1.61094E+00    	6.662312518194239e-15
	16028	 M2M4	    1	     3		 ---> 	 M3M4	    5	     4		1.64201871880E+00 	1.18477E-03    	4.899815016189919e-18
	16029	 M2M4	    1	     3		 ---> 	 M3M4	    3	     3		2.05058165117E+00 	1.31664E+01    	5.445185515261439e-14
	16030	 M2M4	    1	     3		 ---> 	 M3M4	    1	     1		2.17058715955E+00 	1.94922E+01    	8.061326186397119e-14
	16031	 M2M4	    1	     3		 ---> 	 M2M4	    5	     3		4.70746099759E+00 	2.76924E-02    	1.1452656410471038e-16
	16032	 M2M4	    1	     3		 ---> 	 M2M4	    3	     2		5.00644676462E+00 	4.29550E+00    	1.7764760588167998e-14
	16033	 M2M4	    1	     3		 ---> 	 M3M4	    5	     2		6.32005061243E+00 	1.67217E+00    	6.915539451220319e-15
	16034	 M2M4	    1	     3		 ---> 	 M3M4	    7	     2		6.49579129481E+00 	3.68921E-12    	1.525734662076016e-26
	16035	 M2M4	    1	     3		 ---> 	 M3M5	    3	     1		6.73939830562E+00 	6.77042E+01    	2.8000207282352317e-13
	16036	 M2M4	    1	     3		 ---> 	 M3M4	    5	     1		6.77966949947E+00 	4.74733E-03    	1.963337932325168e-17
	16037	 M2M4	    1	     3		 ---> 	 M3M5	    7	     1		7.49398298449E+00 	8.52146E-11    	3.5241926844756158e-25
	16038	 M2M4	    1	     3		 ---> 	 M3M5	    9	     1		7.96816632412E+00 	1.43865E-14    	5.9497783308504e-29
	16039	 M2M4	    1	     3		 ---> 	 M2N1	    1	     1		8.08531005899E+00 	2.85925E-06    	1.1824907859788e-20
	16040	 M2M4	    1	     3		 ---> 	 M3N1	    3	     1		1.05987007527E+01 	8.31883E+01    	3.4403916499515673e-13
	16041	 M2M4	    1	     3		 ---> 	 M5M5	    1	     3		7.14309755066E+01 	1.35580E+09    	5.607138262236799e-06
	16042	 M2M4	    1	     3		 ---> 	 M4M5	    7	     3		7.66559699812E+01 	1.58155E+00    	6.540765244608799e-15
	16043	 M2M4	    1	     3		 ---> 	 M4M5	    9	     2		7.66597857716E+01 	3.49545E-12    	1.4456019647983199e-26
	16044	 M2M4	    1	     3		 ---> 	 M4M5	    1	     2		7.68511123074E+01 	1.66594E+10    	6.88977424147424e-05
	16045	 M2M4	    1	     3		 ---> 	 M4M5	    3	     4		7.69417087633E+01 	6.38108E+09    	2.6390026421591677e-05
	16046	 M2M4	    1	     3		 ---> 	 M4M4	    1	     1		7.76442326149E+01 	3.04121E+10    	0.0001257743395375216
	16047	 M2M4	    1	     3		 ---> 	 M4M5	    3	     3		7.76752772630E+01 	2.38449E+08    	9.861458264435039e-07
	16048	 M2M4	    1	     3		 ---> 	 M4M5	    5	     4		7.76856165092E+01 	7.36548E+00    	3.046117770153408e-14
	16049	 M2M4	    1	     3		 ---> 	 M5M5	    3	     2		7.79559714820E+01 	2.43921E+09    	1.0087762000760159e-05
	16050	 M2M4	    1	     3		 ---> 	 M5M5	    5	     3		7.80231219347E+01 	9.78000E+01    	4.0446830066879993e-13
	16051	 M2M4	    1	     3		 ---> 	 M4M5	    5	     2		7.95439830959E+01 	3.96486E+00    	1.6397343421162557e-14
	16052	 M2M4	    1	     3		 ---> 	 M5M5	    7	     2		7.97813725298E+01 	2.78484E-01    	1.1517172826528639e-15
	16053	 M2M4	    1	     3		 ---> 	 M4M4	    3	     1		8.02770182294E+01 	1.85460E+11    	0.0007670009309001599
	16054	 M2M4	    1	     3		 ---> 	 M4M5	    5	     1		8.03668848169E+01 	3.36218E+02    	1.3904859214137279e-12
	16055	 M2M4	    1	     3		 ---> 	 M4M5	    7	     1		8.04956055719E+01 	1.25210E+01    	5.1782695221615996e-14
	16056	 M2M4	    1	     3		 ---> 	 M5M5	    9	     1		8.06504832791E+01 	1.62990E-08    	6.740724777710399e-23
	16057	 M2M4	    1	     3		 ---> 	 M4N1	    3	     1		8.61700420142E+01 	1.26709E+09    	5.240263180924639e-06
	16058	 M2M4	    1	     3		 ---> 	 M5N1	    5	     1		8.64186563723E+01 	2.54330E+01    	1.0518243651236799e-13
	16059	 M3M5	    5	     5		 ---> 	 M3M5	    7	     3		5.67401589442E-01 	1.00523E+00    	4.15729723805008e-15
	16060	 M3M5	    5	     5		 ---> 	 M3M4	    3	     4		6.13185887080E-01 	8.94598E-01    	3.699760049506208e-15
	16061	 M3M5	    5	     5		 ---> 	 M3M4	    1	     2		9.69451238724E-01 	5.12929E-05    	2.1213038956415836e-19
	16062	 M3M5	    5	     5		 ---> 	 M3M4	    5	     4		1.19036340728E+00 	1.69712E-01    	7.018724360235519e-16
	16063	 M3M5	    5	     5		 ---> 	 M3M4	    3	     3		1.59892633965E+00 	2.42778E-02    	1.0040491318994878e-16
	16064	 M3M5	    5	     5		 ---> 	 M3M4	    1	     1		1.71893184803E+00 	3.67431E-04    	1.5195725172089757e-18
	16065	 M3M5	    5	     5		 ---> 	 M2M4	    5	     3		4.25580568607E+00 	3.47470E+00    	1.4370204543291198e-14
	16066	 M3M5	    5	     5		 ---> 	 M2M4	    3	     2		4.55479145310E+00 	2.09251E-02    	8.653926010556959e-17
	16067	 M3M5	    5	     5		 ---> 	 M3M4	    5	     2		5.86839530090E+00 	4.63992E+00    	1.9189167256024318e-14
	16068	 M3M5	    5	     5		 ---> 	 M3M4	    7	     2		6.04413598329E+00 	4.68752E+00    	1.9386025038353918e-14
	16069	 M3M5	    5	     5		 ---> 	 M3M5	    3	     1		6.28774299410E+00 	1.41566E+00    	5.854699330519359e-15
	16070	 M3M5	    5	     5		 ---> 	 M3M4	    5	     1		6.32801418795E+00 	2.96507E+01    	1.226254421537872e-13
	16071	 M3M5	    5	     5		 ---> 	 M3M5	    7	     1		7.04232767297E+00 	5.19996E+01    	2.150530659249216e-13
	16072	 M3M5	    5	     5		 ---> 	 M3M5	    9	     1		7.51651101260E+00 	1.36291E+00    	5.6365428595553595e-15
	16073	 M3M5	    5	     5		 ---> 	 M2N1	    1	     1		7.63365474746E+00 	9.06125E+00    	3.7474318910379995e-14
	16074	 M3M5	    5	     5		 ---> 	 M3N1	    3	     1		1.01470454412E+01 	1.30487E+02    	5.396508706479519e-13
	16075	 M3M5	    5	     5		 ---> 	 M5M5	    1	     3		7.09793201951E+01 	4.48417E+00    	1.8545037012372316e-14
	16076	 M3M5	    5	     5		 ---> 	 M4M5	    7	     3		7.62043146697E+01 	1.44955E+09    	5.994857108736799e-06
	16077	 M3M5	    5	     5		 ---> 	 M4M5	    9	     2		7.62081304600E+01 	2.13643E-03    	8.83556453576528e-18
	16078	 M3M5	    5	     5		 ---> 	 M4M5	    1	     2		7.63994569959E+01 	4.36097E+00    	1.803552275222512e-14
	16079	 M3M5	    5	     5		 ---> 	 M4M5	    3	     4		7.64900534518E+01 	1.56962E+10    	6.491426728995519e-05
	16080	 M3M5	    5	     5		 ---> 	 M4M4	    1	     1		7.71925773034E+01 	2.41698E+00    	9.99582610787808e-15
	16081	 M3M5	    5	     5		 ---> 	 M4M5	    3	     3		7.72236219514E+01 	2.02896E+10    	8.391104328476159e-05
	16082	 M3M5	    5	     5		 ---> 	 M4M5	    5	     4		7.72339611977E+01 	1.80166E+09    	7.451067061175359e-06
	16083	 M3M5	    5	     5		 ---> 	 M5M5	    3	     2		7.75043161705E+01 	4.20953E+09    	1.740921723634288e-05
	16084	 M3M5	    5	     5		 ---> 	 M5M5	    5	     3		7.75714666231E+01 	6.66506E+06    	2.7564473333901757e-08
	16085	 M3M5	    5	     5		 ---> 	 M4M5	    5	     2		7.90923277843E+01 	6.78839E+09    	2.8074525230849437e-05
	16086	 M3M5	    5	     5		 ---> 	 M5M5	    7	     2		7.93297172183E+01 	9.44725E+10    	0.00039070686641035996
	16087	 M3M5	    5	     5		 ---> 	 M4M4	    3	     1		7.98253629179E+01 	1.13487E+09    	4.69344519815952e-06
	16088	 M3M5	    5	     5		 ---> 	 M4M5	    5	     1		7.99152295054E+01 	1.99647E+10    	8.256736485033119e-05
	16089	 M3M5	    5	     5		 ---> 	 M4M5	    7	     1		8.00439502604E+01 	7.92370E+10    	0.00032769790122795197
	16090	 M3M5	    5	     5		 ---> 	 M5M5	    9	     1		8.01988279676E+01 	2.68958E+01    	1.1123209121807679e-13
